"query_id","accession","title","organism","description","url","search_date","source_db"
"BP_Q1","PRJNA1274164","A novel synbiotic (SCM06) for anxiety and sensory hyperresponsiveness in children with autism spectrum disorder: an open-label pilot study","human feces metagenome","Anxiety and sensory hyperresponsiveness are common in children with autism spectrum disorder (ASD), but effective treatments are lacking. Targeting the microbiota-gut-brain axis is a promising strategy. This open-label pilot study (ClinicalTrials.gov ID: NCT06126185) evaluated the safety, tolerability, and efficacy of SCM06, a novel synbiotic that regulates GABA levels and immune function, in 30 children with ASD.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1274164","2026-04-02","bioproject"
"BP_Q1","PRJNA1273679","Exploring the Role of Gut Microbiota and Metabolomic Changes on Singing in Zebra Finches","","The enteric microbiome, comprising the microbial populations residing in an organism's gastrointestinal tract, plays a crucial role in host health, brain development, and cognitive function [1-4]. It influences neural, hormonal, and immune pathways by producing metabolites that affect mental health and behavior. Disruptions in the gut microbiome have been implicated in several neurological and neurodevelopmental disorders, including autism spectrum disorder (ASD), Alzheimer's disease, Parkinson'","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1273679","2026-04-02","bioproject"
"BP_Q1","PRJNA1273336","Gut Microbiota Characteristics and the Efficacy of Fecal Microbiota Transplantation in Children with Autism Spectrum Disorder in Central China: A Cross-sectional and Prospective Combined Study","","This study aims to investigate the gut dysbiosis profiles in children with autism spectrum disorder (ASD) and to explore the clinical efficacy of a simplified fecal microbiota transplantation (FMT) protocol, as well as its microbial remodeling mechanisms. Firstly, a cross-sectional cohort study analyzed the intestinal microbiota of 48 children with ASD and 51 healthy controls (HC). The results indicated that the ASD group exhibited reduced gut microbial diversity, characterized by decreased abun","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1273336","2026-04-02","bioproject"
"BP_Q1","PRJNA1268144","16S rRNA sequencing of BTBR mice","","Gut microbiota manipulations were conducted in the BTBR mouse model for ASD. Manipulations included germ-free status, treatment with antibiotic combinations, microbiota transfer from C57BL/6, and treatment with single strain bacteria.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1268144","2026-04-02","bioproject"
"BP_Q1","PRJNA1258689","Exploring the Role of Gut Microbiota and Metabolomic Changes on Singing in Zebra Finches","gut metagenome","The enteric microbiome, comprising the microbial populations residing in an organism's gastrointestinal tract, plays a crucial role in host health, brain development, and cognitive function [1-4]. It influences neural, hormonal, and immune pathways by producing metabolites that affect mental health and behavior. Disruptions in the gut microbiome have been implicated in several neurological and neurodevelopmental disorders, including autism spectrum disorder (ASD), Alzheimer's disease, Parkinson'","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1258689","2026-04-02","bioproject"
"BP_Q1","PRJNA1250271","Genomic Sequencing of Fecal Isolates from Autistic or Healthy Children","","This study investigates the gut microbiota of autistic or healthy children through genomic sequencing. The aim is to identify and analyze specific bacterial strains that may influence the gut-brain axis, as well as Autism spectrum disorder-related metabolic and immune pathways. Additionally, the project focuses on isolating and characterizing probiotics from the fecal microbiota of healthy children to better understand their role in maintaining gut health and overall well-being.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1250271","2026-04-02","bioproject"
"BP_Q1","PRJNA1249993","Gut Microbiota Modulation by FMT Rescues Autism-like Phenotypes and Prefrontal E/I Imbalance in ASD Mice","","Gut Microbiota Modulation by FMT Rescues Autism-like Phenotypes and Prefrontal E/I Imbalance in ASD Mice","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1249993","2026-04-02","bioproject"
"BP_Q1","PRJDB15271","The Gut Microbiota Regulates Autism-like Behavior by Mediating Synaptic Loss and Microbiota-Derived Metabolite in CLC4 KO mice","mouse gut metagenome","Autism spectrum disorder (ASD), a developmental disorder, is associated with dysregulation of the gut-microbiota-brain axis. Increasing evidence suggests a functional link between the gut microbiota and ASD, although the mechanism(s) underlying this connection have not yet been elucidated. Here, we hypothesize that the gut microbiota regulates autism-like behavior by mediating synaptic loss and metabolites in CLC4 knock-out (KO) mice. Our study revealed that CLC4 is an ASD-associated gene functi","https://www.ncbi.nlm.nih.gov/bioproject/PRJDB15271","2026-04-02","bioproject"
"BP_Q1","PRJNA1222609","Comprehensive analysis of gut microbiota and fecal metabolites in patients with autism spectrum disorder","","Autism spectrum disorder (ASD) is a neurodevelopmental disorder characterized by deficits in social communication and the presence of restricted, repetitive behaviors or interests. Studies have revealed that gut microbiota and their metabolism play important roles in ASD, and become the underlying mechanisms of ASD. In this study, we performed long-read 16S rRNA sequencing and untargeted metabolomics to comprehensively characterize the profiles of gut microbiota and fecal metabolites in 34 ASD p","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1222609","2026-04-02","bioproject"
"BP_Q1","PRJNA1207206","Gut microbiota diversity and composition in children with autism spectrum disorder","","Background: Autism Spectrum Disorder (ASD) is a prevalent neurodevelopmental disorder impairing social and communication skills. Gut microbiota has become key in understanding ASD pathophysiology. However, the relationship between the ASD symptoms and alternation of gut microbiota still remains unknow.Methods: Here, fecal samples from kids (divided in to three groups: healthy, severe ASD and mild ASD) at a hospital were collected, and then the diversity and composition of gut microbiota were det","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1207206","2026-04-02","bioproject"
"BP_Q1","PRJNA1199347","Gut microbiota in children with autism","","To explore the changes of gut microbiota in autistic children with and without constipation after WMT treatment","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1199347","2026-04-02","bioproject"
"BP_Q1","PRJEB81554","Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project","","Sensory and molecular signals from the environment influence brain activity and help shape psychological or physical responses. The gastrointestinal (GI) tract represents our largest portal to the molecular world around us, and sends signals that travel to all organs of the body that impact their function, including the brain. Conduits used for gut-to-brain communication include, among others, metabolites produced in the gut that may activate the enteric nervous system (ENS) and signal via the v","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB81554","2026-04-02","bioproject"
"BP_Q1","PRJEB81553","Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project","","Sensory and molecular signals from the environment influence brain activity and help shape psychological or physical responses. The gastrointestinal (GI) tract represents our largest portal to the molecular world around us, and sends signals that travel to all organs of the body that impact their function, including the brain. Conduits used for gut-to-brain communication include, among others, metabolites produced in the gut that may activate the enteric nervous system (ENS) and signal via the v","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB81553","2026-04-02","bioproject"
"BP_Q1","PRJNA1163059","ads","","asd","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1163059","2026-04-02","bioproject"
"BP_Q1","PRJNA1155863","Metataxonomic and immunological analysis of feces from chil-dren with or without Phelan-McDermid syndrome","","Phelan-McDermid syndrome (PMS) is a neurodevelopmental disorder characterized by global developmental delay and autistic behaviors. Emerging research suggests a link between gut mi-crobiota and neuropsychiatric conditions, including PMS, given its high prevalence of autism spectrum disorder (ASD)-like behaviors. This study aimed to investigate the fecal microbiota and immune profiles of children with PMS compared to healthy controls. Fecal samples were collected from children diagnosed with PMS","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1155863","2026-04-02","bioproject"
"BP_Q1","PRJEB79246","High-throughput workflow for cultivation and functional characterization of novel gut microbiota strains with metabolic signatures associated with gut-brain communication","","Nearly one and a half billion people suffer from neurological and psychiatric disorders globally, with Alzheimer’s disease, Parkinson’s disease, multiple sclerosis, autism spectrum disorder, and major depressive disorder as the most prevalent, representing a huge burden on society. Recently, all these diseases have been associated with chronic inflammation, gut microbiota dysbiosis, and alterations in the functioning of the microbiota-gut-brain axis (MGBA). Hence, culturing novel human gut micro","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB79246","2026-04-02","bioproject"
"BP_Q1","PRJNA1141738","Metagenomics of fecal microbiota in children with ASD","","Autism spectrum disorder (ASD) is a persistent neurodevelopmental disorder affecting brains of children. Mounting evidences support the associations between gut microbial dysbiosis and ASD, whereas detailed mechanisms are still obscure. Here we probed the potential roles of gut microbiome in ASD using fecal metagenomics.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1141738","2026-04-02","bioproject"
"BP_Q1","PRJNA1136218","Correction of batch effect in gut microbiota profiling of ASD cohorts from different geographical origin","","In this study we proposed an updated biostatistical approach to reduce batch effects that could negatively influence the description of bacterial composition in the context of the austistic spectrum.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1136218","2026-04-02","bioproject"
"BP_Q1","PRJNA1133783","Alteration of gut microbial ecology by direct activation of the brain: inverse gut-microbiome-brain dynamics","","Gut microbes play a crucial role in shaping host physiology and overall fitness. We and others have recently found that selective microbes in the gut can modulate brain function and behavior in a quite powerful way (bottom-up modulation) in both animal models and humans. While bidirectional communication between the gut microbiome and the brain has been described, direct evidence that the brain can modulate the gut microbial ecology (top-down modulation) remains elusive. Here, by combining a bra","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1133783","2026-04-02","bioproject"
"BP_Q1","PRJNA1121380","Colombian Children gut microbiota","","The goal of this study is to assess the differences between the gut microbiota of colombian children with autism spectrum disorder and control samples of children with neurotypical development within the same age range. This project is carried out under the Contrato Marco de Acceso a Recursos Geneticos y sus Productos Derivados 324 -2021- RGE0381 granted by the Ministerio de Ambiente y Desarrollo Sostenible of Colombia.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1121380","2026-04-02","bioproject"
"BP_Q1","PRJNA1116522","Changes in tongue-coating microbiota and its predictive role in treatment outcomes following washed microbiota transplantation in children with autism","","Significant changes are noted in the oral and gut microbiota of children with autism spectrum disorder (ASD). However, the correlation and interaction between these microbiota and their roles in predicting the outcomes of fecal microbiota transplantation (FMT) in ASD children are still not well understood. In this study, we report considerable changes in the structure and function of the tongue-coating microbiota in ASD children, identifying various bacteria that correlate with ASD symptoms and","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1116522","2026-04-02","bioproject"
"BP_Q1","PRJNA1112427","Effects of low FODMAP diet and probiotics on behavioral problems and gut microbiota in children with autism spectrum disorder.","","This study aims to examine the effects of low FODMAP diet and probiotics on GI symptoms, gut microbiota composition and behavioral problems in children with Autism Spectrum Disorder.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1112427","2026-04-02","bioproject"
"BP_Q1","PRJNA1103839","Gut microbiota Autism espectrum disorder and neurotypical children","","16S sequencing of DNA from stool samples of Mexican children diagnosed with ASD and sex and age matched neurotypical Mexican children","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1103839","2026-04-02","bioproject"
"BP_Q1","PRJNA1103334","Integrated analysis of metabolome and microbiome in a mouse model of sodium valproate-induced autism","","Background: Sodium valproate (SV) can induce autism in animals. The aim of this study is to investigate the potential correlations between gut microbiota compositions and metabolomic disorders in SV-induced autism in mice.Methods: A autism mouse model induced by SV was established. Open field test, elevated plus-maze test and water maze test were performed to assess the anxiety like-behaviors and the learning and memory performance of mice. Hematoxylin &amp; eosin staining showed the histologica","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1103334","2026-04-02","bioproject"
"BP_Q1","PRJNA1090096","ASD and Microbiota","","In our study, we aimed to investigate gut microbiota composition in Lebanese ASD subjects, their unaffected siblings, and a control group from various regions in Lebanon using the next-generation sequencing (NGS).","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1090096","2026-04-02","bioproject"
"BP_Q1","PRJNA1088255","Mapping the Geographical Distribution of the Mucosa-Associated Gut Microbiome in GI-Symptomatic Children with Autism","","Autism spectrum disorder (ASD) is a neurodevelopmental disorder involving heterogeneous cognitive, behavioral, and communication impairments. In the last few years, it has been proposed that alterations in the gut microbiota may contribute to an aberrant communication between the gut and brain in children with ASD. Consistent with this notion, several studies have demonstrated that children with ASD have an altered fecal microbiota compared to typically developing (TD) children. However, it is u","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1088255","2026-04-02","bioproject"
"BP_Q1","PRJNA1085546","stool sample from ASD children's gut Raw sequence reads","human feces metagenome","stool sample from ASD children's gut","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1085546","2026-04-02","bioproject"
"BP_Q1","PRJNA1083497","Supplier-origin microbiome affect host behavior and growth of an autism mouse model","","placeholder","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1083497","2026-04-02","bioproject"
"BP_Q1","PRJNA1080644","gut metagenome from mouse feces Raw sequence reads","","Autism spectrum disorder (ASD) is a neurodevelopmental disorder affecting over 1% of the global population. Individuals with ASD often exhibit complex behavioral conditions, including significant social difficulties and repetitive behaviors. Here, we used a well-established ASD mouse model, induced by prenatal exposure to valproic acid (VPA), to study the physiological roles of Lactiplantibacillus plantarum PS128 in vivo. Overall, we established that PS128 selectively ameliorates behavioral abno","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1080644","2026-04-02","bioproject"
"BP_Q1","PRJNA1077343","Homo sapiens Raw sequence reads","Homo sapiens","This project aimed to compare the difference between the gut microbial community among ASD patients and healthy children. This study involves 12 ASD patients and 11 non-ASD patients. Stool samples were collected from the study samples, and the 16s rRNA gene was isolated. Iullimna sequence was then conducted to sequence the 16s rRNA gene.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1077343","2026-04-02","bioproject"
"BP_Q1","PRJNA1057995","Analysis of the gut virome in children with autism","human gut metagenome","To understand changes in the enteric virome of children with autism, two-child families were recruited, one child with autism and the other with a healthy sibling. Stools were collected for analysis of viral metagenomic tests.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1057995","2026-04-02","bioproject"
"BP_Q1","PRJNA1056406","microbiota profile of 16p11.2 microduplication (dp) mouse","","Chromosomal 16p11.2 microduplication (dp) is among the most prevalent genetic copy number variations (CNV) linked with ASD.However, the implications of gut microbiota status underlying the development of ASD-like impairments induced by 16p11.2dp remains unclear.To address this,we conducted a comparative analysis of the gut microbial community and metabolomic profiles between 16p11.2 dp/+ and their wild-type counterparts using 16S rRNA sequencing.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1056406","2026-04-02","bioproject"
"BP_Q1","PRJNA1047541","Gut microbiota of children with ASD","","The study aimed to further investigate the utilization of fecal microbiota transplantation in children with ASD","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1047541","2026-04-02","bioproject"
"BP_Q1","PRJEB60702","L. reuteri RCT for children with ASD","","Autism spectrum disorder (ASD) is a neurodevelopmental disorder characterized by impairments in social interaction, deficits in communication and the presence of restricted and repetitive behaviors. Despite its high prevalence and impact on affected individuals and their families, treatments that effectively improve the core symptoms of ASD remain elusive. Thus, the development of novel therapeutic strategies is an urgent priority. The gut-microbiota-brain axis is emerging as a potential new the","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB60702","2026-04-02","bioproject"
"BP_Q1","PRJNA1046699","Homo sapiens Raw sequence reads","Homo sapiens","To ferret out the underlying differences in gut microbiota composition between ASD and TD, we applied the faecal samples of the screening cohort to 16S rRNA gene sequencing (50 vs. 55)","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1046699","2026-04-02","bioproject"
"BP_Q1","PRJNA1046003","Microbiome AI decision-making: Autism Spectrum Disorder in children from Bosnia and Herzegovina","","The study of microbiome composition is showing positive indication for the utilization in the diagnosis and treatment of many conditions and diseases. One such condition is the autism spectrum disorder (ASD). In this study, we analyzed a dataset of 60 children's gut microbiome 16S rRNA sequenced samples from Bosnia and Herzegovina. The 16 samples in the dataset were from the neurotypical children (control group), while 44 were from the children with ASD symptoms.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1046003","2026-04-02","bioproject"
"BP_Q1","PRJNA1038701","Gut-brain axis: role of the gut microbiota in the effects induced by cocaine","","Recently, an important role has been assigned to the intestinal microbiota (IM), due to its relation with mental health disorders such as depression, anxiety and autism through the bidirectional gut-brain axis. However, studies addressing the potential role of the IM in the response to drugs of abuse are limited. Some studies in humans have shown that alcohol or cocaine users exhibit IM alterations,, and other animal studies have shown that the chronic treatment with antibiotics potentiated the","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1038701","2026-04-02","bioproject"
"BP_Q1","PRJNA1022818","ASD soil metagenome","soil metagenome","This project contains metagenomes sequenced from anaerobically disinfested soils","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1022818","2026-04-02","bioproject"
"BP_Q1","PRJNA1022510","Bacteroides is increased in an autism cohort and induces autismrelevant behavioral changes in mice in a sex-dependent manner","Homo sapiens","Autism Spectrum Disorder (ASD) is a neurodevelopmental condition which is defined by decreased social communication and the presence of repetitive or stereotypic behaviors. Recent evidence has suggested that the gut-brain axis may be important in neurodevelopment in general and may play a role in ASD in particular. Here, we present a study of the gut microbiome in 96 individuals diagnosed with ASD in Israel, compared to 42 neurotypical individuals. We determined differences in alpha and beta div","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1022510","2026-04-02","bioproject"
"BP_Q1","PRJNA1018910","Therapeutic efficacy of Sulforaphane in autism spectrum disorders and its association with gut microbiota: animal model and human longitudinal studies","","To investigate the therapeutic effect of Sulforaphane(SFN) treatment on childhood ASD and its potential relationship with GM, we constructed a younger age ASD animal model using MIA induced ASD-like rat model and evaluated the therapeutic effect of SFN and investigate the potential role of GM by three-chamber social test and 16S rRNA sequencing, respectively. Meanwhile, we also conducted a longitudinal study to investigate the therapeutic effects of SFN on childhood ASD by recruiting patients ag","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1018910","2026-04-02","bioproject"
"BP_Q1","PRJNA1018541","Therapeutic efficacy of Sulforaphane in autism spectrum disorders and its association with gut microbiota: animal model and human longitudinal studies","","To investigate the therapeutic effect of Sulforaphane (SFN) treatment on childhood ASD and its potential relationship with GM, we constructed a younger age ASD animal model using MIA induced ASD-like rat model and evaluated the therapeutic effect of SFN and investigate the potential role of GM by three-chamber social test and 16S rRNA sequencing, respectively. Meanwhile, we also conducted a longitudinal study to investigate the therapeutic effects of SFN on childhood ASD by recruiting patients a","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1018541","2026-04-02","bioproject"
"BP_Q1","PRJNA1010504","human gut Raw sequence reads","human gut metagenome","human gut microbiome of ASD patient","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1010504","2026-04-02","bioproject"
"BP_Q1","PRJEB59338","Tool for screening the risk of dysbiosis and characterizing the healthy and diseased intestinal microbiota","","Bacteria of the gut microbiota, when in symbiosis with the human organism, contribute to the health condition. The dynamic balance between commensal, symbiotic and enteropathogenic bacteria in the intestine is observed in healthy individuals and seems essential for maintaining their homeostasis. On the other hand, some of the human health disorders and diseases are accompanied by changes in the profile of the resident intestinal microbiota (dysbiosis), such as obesity, diabetes, intestinal disea","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB59338","2026-04-02","bioproject"
"BP_Q1","PRJNA994009","Enhanced methane yield in anaerobic digestion of food waste by mixing Baijiu pit mud and anaerobic digester sludge as inoculum: Methane production enhancement and microbial mechanism","","This study investigated the effect of two different inoculants, pit mud (PM) of baijiu and anaerobic digested sludge (ADS) from baijiu factory on the food waste of anaerobic digestion. 16S rDNA metabarcoding revealed that the domain of bacteria belonging to the phyla Firmicutes, Bacteroideta, Synergistota and Euryarchaeota in different ratio of PM:ADS. Network module analysis showed that unknown genera belong to Anaerolineaceae family is the center of the network. The abundance of hydrolysis and","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA994009","2026-04-02","bioproject"
"BP_Q1","PRJNA988151","Introduction: Nutrition and gut microbiota play a fundamental role in human health and various conditions such as Autism Spectrum Disorder (ASD). Children with ASD may have a restrictive diet due to increased sensory sensitivity or adherence to a glu","","Introduction: Nutrition and gut microbiota play a fundamental role in human health and various conditions such as Autism Spectrum Disorder (ASD). Children with ASD may have a restrictive diet due to increased sensory sensitivity or adherence to a gluten-free and casein-free diet (GFCF). Therefore, the aim of this study was to analyze dietary intake, nutritional status, sensory profile, and gut microbiota in children with and without ASD.Methodology: A descriptive cross-sectional study was conduc","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988151","2026-04-02","bioproject"
"BP_Q1","PRJEB62437","Autism cohort","","Autism is a highly heritable neurodevelopmental disorder characterized by heterogeneous cognitive, behavioral and communication impairments. Disruption of the gut-brain axis (GBA) has been implicated in autism, with dozens of cross-sectional microbiome and other omic studies revealing autism-specific profiles along the GBA albeit with little agreement in composition or magnitude. To explore the functional architecture of autism, we developed an age and sex-matched Bayesian differential ranking a","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB62437","2026-04-02","bioproject"
"BP_Q1","PRJNA972634","Human feces Raw sequence reads","human feces metagenome","In this study, we investigated the gut-DNA virome community in children with autism spectrum disorder.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA972634","2026-04-02","bioproject"
"BP_Q1","PRJEB48828","16S Analysis of Poly I:C treated mouse to induce ASD","","Fecal Microbiota rawdata from autistic model mice. Female and Male Poly I:C treated mice were compared at microbiota level.","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB48828","2026-04-02","bioproject"
"BP_Q1","PRJNA966790","ASD mouse stool sample Raw sequence reads","feces metagenome","ASD mouse stool sample Raw sequence reads","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA966790","2026-04-02","bioproject"
"BP_Q1","PRJNA953169","Gur microbiota and metabolomics in child with autism spectrum disorder","","Children with autism spectrum disorder (ASD) often experience chronic gastrointestinal symptoms, including constipation and diarrhea. Previous studies have shown differences in gut microbiota between individuals with ASD and healthy controls of the same age, but differences in gut microbiota can vary based on cultural practices, diets, environments, and customs. In this study, we collected fecal samples from healthy individuals and children with ASD in the southeastern coastal region of China an","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA953169","2026-04-02","bioproject"
"BP_Q1","PRJNA952791","Microbiota of ASD and neurotypical human and humanized-mouse fecal samples.","","This project contains fecal 16S rRNA gene reads from individuals with ASD and their neurotypical family members and 16S reads from male progeny of initially germ-free breeder pairs colonized with these microbiotas. It also contains the whole genome sequencing reads (Illumina and Oxford Nanopore Tech) and assembly for the Blautia sp. isolate JLR.GB024.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA952791","2026-04-02","bioproject"
"BP_Q1","PRJNA943687","Faecal metagenome of children with autism spectrum disorder and children that are neurotypical","human feces metagenome","This is a large metagenomic dataset of children with ASD and children that are neurotypical in Hong Kong. This dataset will continue to be updated as more metagenomic data are included.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA943687","2026-04-02","bioproject"
"BP_Q1","PRJNA941891","16S amplicon data for pediatric ASD patients receiving probiotic intervention with VISBIOME","human gut metagenome","16S amplicon data for pediatric ASD patients receiving probiotic intervention with VISBIOME","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA941891","2026-04-02","bioproject"
"BP_Q1","PRJNA940472","human stool sample Metagenome","human gut metagenome","Probiotics for gastrointestinal symptoms and quality of life in autism: a placebo-controlled pilot trial","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA940472","2026-04-02","bioproject"
"BP_Q1","PRJNA938142","Acetate supplementation rescues social deficits and alters transcriptional regulation in prefrontal cortex of  Shank3  deficient mice","Mus musculus","Autism spectrum disorder (ASD) is a heterogenous neurodevelopmental disorder with complex pathophysiology including both genetic and environmental factors. Recent evidence demonstrates the gut microbiome and its resultant metabolome can influence brain and behavior and have been implicated in ASD. To investigate gene by microbiome interactions in a model for genetic risk of ASD, we utilize mutant mice carrying a deletion of the ASD-associated Shank3 gene (Shank3KO). Shank3KO have altered microbi","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA938142","2026-04-02","bioproject"
"BP_Q1","PRJNA932561","autistic children Raw sequence reads","Homo sapiens","16s sequencing data from children with autism and normal","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA932561","2026-04-02","bioproject"
"BP_Q1","PRJNA928241","Gut microbiome of autism spectrum disorder's patients in Thailand","human gut metagenome","Gut microbiome of autism spectrum disorder's patients in Thailand","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA928241","2026-04-02","bioproject"
"BP_Q1","PRJDB15047","Soil microbial community analysis before and after ethanol-based anaerobic soil disinfestation","soil metagenome","Anaerobic soil disinfestation (ASD) consists of application of labile organic materials to soil, flooding, and covering the soil surface with plastic film. ASD is widely used as an ecofriendly alternative to chemical fumigation to eliminate soil-borne plant pathogens. However, exact mode of action of ASD has not been clarified. In particular, potential role of anaerobic soil bacteria in disinfestation is unclear. In this project, microbial community structure before and after ASD is determined b","https://www.ncbi.nlm.nih.gov/bioproject/PRJDB15047","2026-04-02","bioproject"
"BP_Q1","PRJEB58864","The microbiome of patients with social anxiety disorder is altered in comparison to healthy controls","","The microbiome-gut-brain axis plays a role in anxiety, the stress response and social development, and is of growing interest in neuropsychiatric conditions. The gut microbiome shows compositional alterations in a variety of psychiatric disorders including depression, generalised anxiety disorder (GAD), autism spectrum disorder (ASD) and schizophrenia but studies investigating the gut microbiome in social anxiety disorder (SAD) are very limited. Using whole-genome shotgun analysis of 49 faecal s","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB58864","2026-04-02","bioproject"
"BP_Q1","PRJNA917543","Analysis of gut microbiota profiles and their associations in children with autism spectrum disorders in Bangladesh","","To identify microbes.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA917543","2026-04-02","bioproject"
"BP_Q1","PRJNA915328","Human Gut Microbiota from Autism Change the behavior of honeybees","","We transplanted fecal bacteria from ASD/TD donoes into the gut of honeybees (Apis mellifera) to investigate the effects of the asd microbiome on bee behavior, gut metabolism, and brain gene expression.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA915328","2026-04-02","bioproject"
"BP_Q1","PRJNA910918","ASD patients gut metagenome 1st set of sample Metagenome","human gut metagenome","The eDNA was isolated from the gut of autistic and control children. 16S rRNA gene was amplified using the metagenomics technique.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA910918","2026-04-02","bioproject"
"BP_Q1","PRJEB57564","Environmental and genetic factors in autism spectrum disorders","","Autistic spectrum disorder (ASD) or spectrum of autism disorders (SAD) is a developmental, multifactorial disorder characterized by symptoms that develop with age and have a negative impact on the development of the child. Over the past years, research has shown a dramatic increase in incidence of ASD. Although the direct cause of an increase in the prevalence of autism is unknown, the increase may be partly explained by increased awareness and improved diagnosis. Ethology and ASD's pathogenesis","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB57564","2026-04-02","bioproject"
"BP_Q1","PRJNA860734","mouse gut metagenome  Metagenome","mouse gut metagenome","Study on altering gut microbiota and improving autistic-like behaviors in VPA-induced autism spectrum disorder mice by Lactiplantibacillus plantarum ST-III-fermented milk","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA860734","2026-04-02","bioproject"
"BP_Q1","PRJNA857187","Microbiota-Indole 3-Propionic Acid-Brain Axis Mediates Abnormal Synaptic Pruning of Hippocampal Microglia and Susceptibility to ASD in IUGR Offsprings","","Autism Spectrum disorder (ASD) has been associated with intrauterine growth retardation (IUGR), but the underlying mechanisms are unclear. We found that the IUGR rat model induced by prenatal caffeine exposure (PCE) showed ASD-like manifestations, accompanied by altered gut microbiota and reduced production of indole 3-propionic acid (IPA), a microbiota-specific metabolite and a ligand of aryl hydrocarbon receptor (AHR). IUGR children also had a reduced serum IPA level consistent with the animal","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA857187","2026-04-02","bioproject"
"BP_Q1","PRJNA854167","Impact of OMEGA-3 nutrition on stool microbiome of autistic mice","","Analysis of stool microbiome from a mouse model of autism, depending on the nature of the lipidic nutrition","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA854167","2026-04-02","bioproject"
"BP_Q1","PRJNA845014","gut microbiota in autism Raw sequence reads","human gut metagenome","We aimed to explore the differences of gut microbiota between autistic children with and without atopic dermatitis.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA845014","2026-04-02","bioproject"
